"SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","ERUPTION YEAR","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","sum_fe","Sum Oxides","CITATION_ID","References"
"latit","1968","[11173] PICHLER H. (1968)","samp. 131/62(6)",169497,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CHELA","W VOLCANO CHELA",-20.67,-68.53,-20.67,-68.53,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60.6,1.1,16.6,5.2,2.8,2.8,4.3,0.35,NA,5.42946,99.17946,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 148/62(7)",169498,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","W MINA OCANA",-20.62,-68.45,-20.62,-68.45,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60,1.2,16.7,5.3,2.8,2.9,4.2,0.35,NA,5.3495,98.7995,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 169/62(8)",169499,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","N SALAR DE COPOSA",-20.58,-68.67,-20.58,-68.67,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55,1.1,17,7.3,4.9,1.6,4,0.3,NA,7.2493,98.4493,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 171/62(9)",169500,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","N SALAR DE COPOSA",-20.57,-69.65,-20.77,-69.65,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.2,1.1,16.8,7.2,5,1.7,3.8,0.3,NA,7.2495,98.3495,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 199/62(10)",169501,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PIEDRAS NEGRAS",NA,-23.82,-67.47,-23.82,-67.47,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",52.5,1.4,16.1,8.8,6,1.5,3.1,0.35,NA,7.9495,97.6995,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 200/62(11)",169502,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","N SALAR DE LACO",-23.8,-67.4,-23.8,-67.4,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",52.7,1.4,16.3,8.5,6.2,1.7,3.4,0.4,NA,7.9996,98.5996,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 234/62(13)",169504,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / TUMISA","N VOLCANO TUMISA",-23.42,-67.82,-23.42,-67.82,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",61.5,0.7,17,5.3,2.3,1.9,3.9,0.23,NA,4.83928,97.66928,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 237/62(14)",169505,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LASCAR","W VOLCANO LASCAR",-23.37,-67.78,-23.37,-67.78,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",61,0.8,17.9,5.7,2.3,2,3.9,0.25,NA,4.93948,98.78948,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 127/66(15)",169506,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / SOCOMPA","SW VOLCANO SOCOMPA",-24.47,-68.3,-24.47,-68.3,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",57.2,1.2,16.6,6.8,4.3,1.8,3.8,0.35,NA,6.53948,98.58948,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 130/66(16)",169507,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / SOCOMPA","W VOLCANO SOCOMPA",-24.47,-68.32,-24.47,-68.32,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",58.5,1.2,16.8,6.3,3.7,1.8,3.9,0.35,NA,6.18938,98.73938,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 177/66(19)",169510,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","BETWEEN MONTURAQUI AND IMILAC",-24.22,-68.63,-24.22,-68.63,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",59,1.3,16.6,6.1,3.3,1.8,4.5,0.45,NA,6.03948,99.08948,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 195/66(20)",169511,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","S SALAR PLATO DE SOPA",-25.47,-68.73,-25.47,-68.73,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",58,1,16.6,7.1,3.4,2.1,3.1,0.22,NA,6.66934,98.18934,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 196/66(21)",169512,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","E SALAR DE AGUA AMARGA",-25.57,-68.82,-25.57,-68.82,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",61.4,0.8,16.2,5.7,2.5,3.1,3,0.18,NA,5.01944,97.89944,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 216/66(22)",169513,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","SE CERRO AZUFRE",-25.52,-68.68,-25.52,-68.68,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",60.4,0.7,15.4,6.3,4.9,2.3,2.9,0.16,NA,5.3495,98.4095,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1968","[11173] PICHLER H. (1968)","samp. 236/66(23)",169514,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE","W SALAR AGUAS CALIENTES",-25.4,-68.9,-25.4,-68.9,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",59.2,0.9,17.1,6.5,3.8,1.8,3.5,0.21,NA,5.45952,98.46952,"11173","[11173] PICHLER H., ZEIL W.:   QUATERNARY ANDESITE-FORMATION IN THE HIGH CORDILLERA OF NORTHERN CHILE |  GEOL. RUNDSCHAU 58    [1968]  866-903  | doi: 10.1007/BF01820736"
"latit","1988","[11215] STIX J. (1988)","samp. F83-22",NA,"BASIN AND RANGE - GREAT BASIN / JEMEZ LINEAMENT (RATON HOTSPOT) / NEW MEXICO / JEMEZ MOUNTAINS VOLCANIC FIELD / CERRO RUBIO GROUP",NA,36,-106,36,-106,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",68.2,0.45,15.5,3.23,1.29,3.16,3.96,0.16,0.27,3.19429,99.14429,"11215","[11215] STIX J., GOFF F., GORTON M. P., HEIKEN G., GARCIA S. R.:   RESTORATION OF COMPOSITIONAL ZONATION IN THE BANDELIER SILICIC MAGMA CHAMBER BETWEEN TWO CALDERA-FORMING ERUPTIONS: GEOCHEMISTRY AND ORIGIN OF THE CERRO TOLEDO RHYOLITE, JEMEZ MOUNTAINS, NEW MEXICO |  J. GEOPHYS. RES. B93    [1988]  6129-6147  | doi: 10.1029/JB093iB06p06129"
"latit","1986","[11217] GARDNER J. N. (1986)","samp. F83-245",NA,"BASIN AND RANGE - GREAT BASIN / JEMEZ LINEAMENT (RATON HOTSPOT) / NEW MEXICO / JEMEZ MOUNTAINS VOLCANIC FIELD / CERRO RUBIO GROUP","CERRO RUBIO",36,-106,36,-106,"SUBAERIAL","VOLCANIC ROCK","LATITE, QUARTZ","CENOZOIC",NA,"WHOLE ROCK",66.9,0.47,15.2,3.32,1.42,3.2,3.6,0.15,1.37,3.086314,97.346314,"11217","[11217] GARDNER J. N., GOFF F., GARCIA S. R., HAGAN R. C.:   STRATIGRAPHIC RELATIONS AND LITHOLOGIC VARIATIONS IN THE JEMEZ VOLCANIC FIELD, NEW MEXICO |  J. GEOPHYS. RES. B91    [1986]  1763-1778  | doi: 10.1029/JB091iB02p01763"
"latit","1962","[11261] CARRETERO P. A. (1962)","samp. 1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","MONTE SANTA CROCE",41.28,13.98,41.28,13.98,"SUBAERIAL","VOLCANIC ROCK","LATITE, BIOTITE-AUGITE","QUATERNARY",NA,"WHOLE ROCK",53.9,0.66,18.4,7.6,3.5,4.15,3.05,0.34,NA,7.06914,98.66914,"11261","[11261] CARRETERO P. A., BURRI C., WEIBEL M.:   THE PETROCHEMISTRY OF THE VOLCANO ROCCAMONFINA (CASERTA PROVINCE, ITALY) |  SCHWEIZ. MINERAL. PETROGR. MITT. 42    [1962]  237-268  | doi: 10.5169/seals-32673"
"latit","1962","[11261] CARRETERO P. A. (1962)","samp. 2",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","MONTE SANTA CROCE",41.28,13.98,41.28,13.98,"SUBAERIAL","VOLCANIC ROCK","LATITE, BIOTITE-AUGITE","QUATERNARY",NA,"WHOLE ROCK",54,0.7,18.4,6.6,3.3,4.5,2.9,0.29,NA,6.43417,97.12417,"11261","[11261] CARRETERO P. A., BURRI C., WEIBEL M.:   THE PETROCHEMISTRY OF THE VOLCANO ROCCAMONFINA (CASERTA PROVINCE, ITALY) |  SCHWEIZ. MINERAL. PETROGR. MITT. 42    [1962]  237-268  | doi: 10.5169/seals-32673"
"latit","1962","[11261] CARRETERO P. A. (1962)","samp. II",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA","MONTE SANTA CROCE",41.28,13.98,41.28,13.98,"SUBAERIAL","VOLCANIC ROCK","LATITE, BIOTITE","QUATERNARY",NA,"WHOLE ROCK",55.69,1.02,17.87,6.87,3.41,4.41,2.89,0.19,NA,6.922186,99.272186,"11261","[11261] CARRETERO P. A., BURRI C., WEIBEL M.:   THE PETROCHEMISTRY OF THE VOLCANO ROCCAMONFINA (CASERTA PROVINCE, ITALY) |  SCHWEIZ. MINERAL. PETROGR. MITT. 42    [1962]  237-268  | doi: 10.5169/seals-32673"
"latit","1962","[11261] CARRETERO P. A. (1962)","samp. 3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA / MONTE LATTANI DOME","MONTE LATTANI",41.278,13.9847,41.278,13.9847,"SUBAERIAL","VOLCANIC ROCK","LATITE, BIOTITE-AUGITE","QUATERNARY",NA,"WHOLE ROCK",55.5,0.55,18.6,6.4,2.9,4.65,3.25,0.31,NA,5.649,97.809,"11261","[11261] CARRETERO P. A., BURRI C., WEIBEL M.:   THE PETROCHEMISTRY OF THE VOLCANO ROCCAMONFINA (CASERTA PROVINCE, ITALY) |  SCHWEIZ. MINERAL. PETROGR. MITT. 42    [1962]  237-268  | doi: 10.5169/seals-32673"
"latit","1995","[11690] DI GIROLAMO P. (1995)","samp. I2SF",214462,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ISCHIA","ZARO",40.75,13.88,40.75,13.88,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",52.01,1.36,18.09,8.16,5.44,3.22,3.78,0.48,0.31,6.505554,99.045554,"11690","[11690] DI GIROLAMO P., MELLUSO L., MORRA V., SECCHI F. A. G.:   EVIDENCE OF INTERACTION BETWEEN MAFIC AND DIFFERENTIATED MAGMAS IN THE YOUNGEST PHASE OF ACTIVITY AT ISCHIA ISLAND (ITALY) |  PER. MINERAL. 64    [1995]  393-411"
"latit","1995","[11690] DI GIROLAMO P. (1995)","samp. I3SF",270168,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ISCHIA","ZARO",40.75,13.88,40.75,13.88,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.01,1.11,18.21,6.29,3.98,4.16,4.43,0.4,0.08,5.587758,99.177758,"11690","[11690] DI GIROLAMO P., MELLUSO L., MORRA V., SECCHI F. A. G.:   EVIDENCE OF INTERACTION BETWEEN MAFIC AND DIFFERENTIATED MAGMAS IN THE YOUNGEST PHASE OF ACTIVITY AT ISCHIA ISLAND (ITALY) |  PER. MINERAL. 64    [1995]  393-411"
"latit","1995","[11690] DI GIROLAMO P. (1995)","samp. I104",214461,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ISCHIA","VATELIERO VOLCANO",40.71,13.93,40.71,13.93,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",52.98,1.07,17.55,7.04,3.4,5.03,3.71,0.54,0.85,6.064652,97.384652,"11690","[11690] DI GIROLAMO P., MELLUSO L., MORRA V., SECCHI F. A. G.:   EVIDENCE OF INTERACTION BETWEEN MAFIC AND DIFFERENTIATED MAGMAS IN THE YOUNGEST PHASE OF ACTIVITY AT ISCHIA ISLAND (ITALY) |  PER. MINERAL. 64    [1995]  393-411"
"latit","1917","[11715] LACROIX A. (1917)","samp. ^II.5^.2.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ISCHIA","L^ARSO",40.7389,13.5008,40.7389,13.5008,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.75,1.24,18.03,4.68,2.02,5.92,4.85,0.34,NA,5.037556,98.867556,"11715","[11715] LACROIX A.:   GRANULAR LEUCITIC MAGMATIC ROCKS OF SOMMA |  COMPT. REND. HEBD. SEANCES ACAD. SCI. PARIS 165    [1917]  205-211"
"latit","1974","[12137] BESENECKER H. (1974)","samp. A",NA,"AEGEAN ARC / AEGEAN BACK ARC / CHIOS","EASTERN CAPE OF CHIOS, BETWEEN STROVILI ISLET AND VROULIDIA BAY",38.2,25.7,38.5,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.42,0.62,17.07,7.58,6.32,2.27,3.21,0.07,NA,5.523708,98.083708,"12137","[12137] BESENECKER H., PICHLER H.:   THE RECENT VOLCANIC ROCKS OF THE ISLAND OF CHIOS (EASTERN AEGEAN SEA, GREECE) |  GEOL. JB. D9    [1974]  41-65"
"latit","1974","[12137] BESENECKER H. (1974)","samp. B",NA,"AEGEAN ARC / AEGEAN BACK ARC / CHIOS","PSARONAS, S OF EMBORIOS",38.2,25.7,38.5,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",55.92,0.62,16.85,7.56,3.98,2.15,2.95,0.37,NA,4.438698,94.838698,"12137","[12137] BESENECKER H., PICHLER H.:   THE RECENT VOLCANIC ROCKS OF THE ISLAND OF CHIOS (EASTERN AEGEAN SEA, GREECE) |  GEOL. JB. D9    [1974]  41-65"
"latit","1974","[12137] BESENECKER H. (1974)","samp. C",NA,"AEGEAN ARC / AEGEAN BACK ARC / CHIOS","PSARONAS, S OF EMBORIOS",38.2,25.7,38.5,26.2,"SUBAERIAL","VOLCANIC ROCK","LATITE",NA,NA,"WHOLE ROCK",56.02,0.54,17.49,6.72,2.52,2.49,3.25,0.28,NA,2.993948,92.303948,"12137","[12137] BESENECKER H., PICHLER H.:   THE RECENT VOLCANIC ROCKS OF THE ISLAND OF CHIOS (EASTERN AEGEAN SEA, GREECE) |  GEOL. JB. D9    [1974]  41-65"
"latit","1991","[12293] DENG WANMING (1991)","samp. GPS32",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE","SOUTHERN SUBZONE OF KUNLUN MOUNTAINS",33,80,35,90,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",49.42,1.1,17.18,6.9,1.5,5.38,2.74,0.23,8.78,5.983048,90.433048,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. BB124",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",57.6,1.26,14.2,7.28,2.82,3.68,3.18,0.65,1.89,5.110864,95.780864,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. BB121",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",60.8,1.5,15.2,4.94,2.76,3.85,3.41,0.66,0.97,6.47856,99.59856,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. BQ141",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",67.9,0.81,15.56,1.85,0.67,5.32,3.91,0.2,1.41,1.925572,98.145572,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP39-3",283670,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",47.85,1.89,12.32,7.87,7.86,5.22,2.98,1.29,3.16,7.812186,95.092186,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP47-5",283674,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",52.97,1.57,13.89,7.21,4.23,4.18,3.43,0.91,2.58,7.476374,95.866374,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP23-2",283675,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",53.27,2.34,15.77,6,4.2,4.06,3.44,1.2,1,8.160382,98.440382,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP24-1",223001,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",56.56,1.9,14.49,5.6,3.85,4.31,2.92,1.07,0.39,7.068758,97.768758,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP25-3",223002,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",59.28,1.87,14.49,4.87,2.85,4.17,2.99,0.94,0.51,6.721764,98.181764,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP26-1",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",56.78,2.25,14.44,5.62,2.9,4.05,3.03,1.2,0.87,7.778618,98.048618,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
"latit","1991","[12293] DENG WANMING (1991)","samp. KP32-4",NA,"CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / XINJIANG PROVINCE / ASHIKULE VOLCANOES","NORTHERN SUBZONE OF WESTERN KUNLUN MOUNTAINS",35.8,81.5,35.8,81.5,"SUBAERIAL","VOLCANIC ROCK","LATITE","CENOZOIC",NA,"WHOLE ROCK",57.93,2.22,14.73,4.86,2.56,4.11,3.15,1.1,0.17,7.41483,98.07483,"12293","[12293] DENG WANMING:   CENOZOIC VOLCANISM AND INTRAPLATE SUBDUCTION AT THE NORTHERN MARGIN OF THE TIBETAN PLATEAU |  CHIN. J. GEOCHEM. 10    [1991]  140-152  | doi: 10.1007/BF02837714"
